,Gene,Pathway
1,pst:PSPTO_0083,Streptomycin biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0083,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0083,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0083,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0083,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2277,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2277,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2277,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2277,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2277,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3043,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3043,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3043,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3043,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3043,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2028,Pyrimidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2028,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Tyrosine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Chloroalkane and chloroalkene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Naphthalene degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1558,Degradation of aromatic compounds - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5289,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Glycolysis / Gluconeogenesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1287,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2178,Galactose metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2178,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0542,Folate biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0542,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0385,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2402,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Pentose phosphate pathway - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2401,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4439,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4439,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4439,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4439,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3811,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3811,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3811,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3811,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3811,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0593,"Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0593,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0593,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0593,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0593,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4339,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4461,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1731,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3360,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3360,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3360,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3360,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3360,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0125,Arginine biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0125,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_0125,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0125,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0125,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0125,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,Cysteine and methionine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1332,"Valine, leucine and isoleucine biosynthesis - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_1332,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1332,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4866,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4866,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4866,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4866,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4866,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1449,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1449,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1449,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1131,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1131,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1131,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4937,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4937,"Alanine, aspartate and glutamate metabolism - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_4937,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4406,D-Alanine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4406,Peptidoglycan biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4406,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4406,Vancomycin resistance - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4438,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4438,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4438,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4438,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5274,Histidine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5274,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4307,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4307,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,"Valine, leucine and isoleucine degradation - Pseudomonas syringae pv. tomato DC3000"
1,pst:PSPTO_3516,Geraniol degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Benzoate degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,alpha-Linolenic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3516,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3733,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3733,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3733,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3733,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1699,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1699,One carbon pool by folate - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1699,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1699,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1699,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0961,Pantothenate and CoA biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0961,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_0961,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2373,Purine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2373,Nicotinate and nicotinamide metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2373,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5047,Arginine and proline metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5047,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5047,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5047,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5047,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1136,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4097,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4097,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4097,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4097,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4097,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4098,Fatty acid biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4098,Fatty acid degradation - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4098,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4098,Fatty acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_4098,Quorum sensing - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5475,Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5475,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_5475,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_2016,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Citrate cycle (TCA cycle) - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Glyoxylate and dicarboxylate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Biosynthesis of secondary metabolites - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Biosynthesis of antibiotics - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Carbon metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,2-Oxocarboxylic acid metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_3752,Biosynthesis of amino acids - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Taurine and hypotaurine metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Pyruvate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Propanoate metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Methane metabolism - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Metabolic pathways - Pseudomonas syringae pv. tomato DC3000
1,pst:PSPTO_1669,Microbial metabolism in diverse environments - Pseudomonas syringae pv. tomato DC3000
